Symbol,Series,LTP,%chng,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
JIOFIN,EQ,238.1,-1.2,157220.8,76.38,183.26
JINDALSTEL,EQ,1170,-0.46,119350.31,15.34,181.31
COALINDIA,EQ,400,-0.87,246509.13,44.3,177.54
CHOLAFIN,EQ,1875.4,0.39,159907.5,9.42,176.78
SAGILITY,EQ,44.27,0.61,20724.24,388.98,173.37
MARICO,EQ,833.5,0.06,108220.63,20.82,173.08
HDBFS,EQ,685,-0.36,56899.11,25.16,172.65
HAL,EQ,4899,0.69,327632.87,3.51,171.98
TRENT,EQ,2878.5,-1.02,153490.92,5.91,170.68
MANINDS,EQ,772,9.8,5790.74,22.63,169.62
TECHNOCRAF,EQ,359.7,4.66,1424.64,46.86,169.46
MEDANTA,EQ,1523,4.39,40949.17,11.1,167.93
SBILIFE,EQ,1773.2,0.28,177913.95,9.41,167.78
VINCOFE,EQ,174.36,6.26,2540.22,97.13,167.58
DMART,EQ,3847.4,0.54,250945.12,4.17,160.57
IDBI,EQ,91.99,-2.91,98911.35,170.91,160.52
APOLLO,EQ,386,-0.52,14343.74,41.08,159.71
LGEINDIA,EQ,1702,1.59,115527.06,9.21,156.7
JSWENERGY,EQ,542.1,-0.26,99393.1,29.02,156.48
TORNTPHARM,EQ,4999,2.23,190141.09,3.18,156.32
FEDERALBNK,EQ,344.8,-0.14,85197.75,45.13,155.82
DEVYANI,EQ,145.7,-2.45,17963.93,103.1,155.22
SONACOMS,EQ,819,3.02,51096.64,19.15,155.22
INDOMIM,EQ,877,-2.09,43365.98,17.24,154.61
TFCILTD,EQ,141.55,0.4,6553.44,105.01,150.48
PREMIERENE,EQ,1000,-0.5,45395.15,14.98,150.15
BALUFORGE,EQ,634,-0.77,7696.25,23.3,148.38
MAXHEALTH,EQ,1009,0.4,98203.6,14.71,147.71
BOMDYEING,EQ,116.68,4.91,2409.85,123.06,146.73
IIFL,EQ,636,-2.76,27054.23,22.83,146.68
TATSILV,EQ,22.95,-1.76,5601.53,635.51,145.98
HINDPETRO,EQ,371,-1.2,78942.22,38.72,143.79
BPCL,EQ,318,0,137962.17,44.98,143.39
ABB,EQ,7490,-1.56,158719.37,1.89,143.19
MOREPENLAB,EQ,96.35,-0.65,5279.53,146.19,142.61
SYRMA,EQ,1496,1.49,28847.44,9.58,142.25
RGL,EQ,132.68,-13.04,1424.94,101.52,141.99
PIDILITIND,EQ,1656,0.36,168560.88,8.53,141.66
NMDC,EQ,85.72,-2.82,75363.46,161.9,141.37
STLTECH,BE,695.85,4.99,35760.51,20.29,140.94
CANBK,EQ,128.14,-1.01,116231.33,109.21,140.57
BOSCHLTD,EQ,48780,-0.24,143881.98,0.29,140.24
GOLDAXIS,EQ,130.99,-1.77,5758.41,106.89,139.37
ASIANPAINT,EQ,2631,0.17,252364.94,5.25,138.72
ICICIGI,EQ,1588.1,-0.55,79341.25,8.65,137.94
NAVINFLUOR,EQ,8564,0.13,43919.86,1.61,137.88
MAHABANK,EQ,84.69,-1.06,65139.66,161.86,137.08
HDFCLIFE,EQ,548,-0.9,119051.63,24.75,136.9
MOLBIO,EQ,1142,-7.82,13160.41,11.51,136.07
BLEL,EQ,463.6,-1.54,1961.14,28.45,133.83
MAZDOCK,EQ,2588,-1.41,104394.74,5.11,133.47
NORTHARC,EQ,287.1,-2.18,4641.01,46.13,131.81
NAUKRI,EQ,1330,0.49,86239.94,9.83,131.2
ASTERDM,EQ,754.6,-0.98,65776.4,17.31,130.88
UNIONBANK,EQ,184.5,-1.61,140840.02,69.99,130.06
GOLDIETF,EQ,134.77,-1.76,28800.2,94.84,127.65
NAM-INDIA,EQ,1204,-1.55,77029.7,10.5,127.12
PNB,EQ,115.4,-1.11,132628.57,109.55,127.09
BALRAMCHIN,EQ,643.7,-4.55,13612.14,18.71,123.65
DRREDDY,EQ,1177,-0.42,98238.87,10.44,123.15
REDINGTON,EQ,357.3,0.88,27932.8,33.95,122.31
DLF,EQ,676.15,0.54,167368.43,17.66,120.2
TATAGOLD,EQ,15.31,-1.54,6307.46,786.53,120.18
GODREJCP,EQ,923,0.02,94451.05,13.08,120.1
URBANCO,EQ,168.52,0.59,25988.83,71.34,119.82
GAJA,EQ,165.07,-2.13,2327.66,70.6,119.56
INDUSINDBK,EQ,1002.9,-0.11,78139.22,11.88,118.73
KEI,EQ,5536,-0.07,52924.49,2.14,118.16
BRITANNIA,EQ,5298,-0.23,127612.02,2.22,118.07
HDFCGOLD,EQ,134.65,-1.52,23442.87,87.64,117.87
AUROPHARMA,EQ,1637,0.86,94189.36,7.18,116.4
BALKRISIND,EQ,2340.5,0.51,45245.89,4.91,116.15
MFSL,EQ,1568,-2,54114,7.33,115.9
NATIONALUM,EQ,389.3,-2.5,71500.08,29.03,114.32
SBICARD,EQ,645,-2.29,61380.98,17.39,113.28
MANIPALHOS,EQ,797,0.25,104835.56,14.21,112.81
ANTHEM,EQ,922.3,-0.08,51963.12,12.12,112.8
SCI,EQ,293.4,1.7,13666.54,38.01,112.39
ANGELONE,EQ,295.9,-0.99,27036.01,37.67,112.09
KFINTECH,EQ,957,-2,16543.86,11.7,111.91
SUZLON,EQ,46.81,-0.28,64343.09,238.36,111.48
GLENMARK,EQ,2460,0.89,69427.27,4.47,109.94
TRITURBINE,EQ,583.05,1.51,18534.87,18.52,109.29
KIRLOSENG,EQ,2100,3.11,30559.17,5.21,109.2
UNITDSPR,EQ,1522,-1.07,110702.8,7.17,109.13
PERSISTENT,EQ,5654,1.14,89191.85,1.91,108.12
BANKBARODA,EQ,241,-0.62,124629.83,44.54,107.52
ADANIGREEN,EQ,1328.5,1.94,218059.17,8.11,106.84
GENESYS,EQ,233.05,-5.38,1558.28,45.32,106.64
CPPLUS,EQ,3648,3.33,43156,2.98,106.63
CROMPTON,EQ,237.9,-0.15,15318.73,44.3,105.82
BAJAJFINSV,EQ,2011,0.05,322174.54,5.26,105.58
LTF,EQ,321.9,-0.09,80669.61,32.74,105.25
PWL,EQ,123.6,-2.01,35854.96,82.77,103.75
TATACONSUM,EQ,1042,-0.49,103085.22,9.96,103.56
GRSE,EQ,2644,0.52,30287.55,3.85,102.02
LODHA,EQ,1246.3,-1.48,124533.19,8.01,101.18
CGCL,EQ,244.58,-4.59,23532.36,40.59,101.01
PAGEIND,EQ,35800,1.83,39930.87,0.28,100.55
UJJIVANSFB,EQ,68.48,-0.74,13343.61,146.48,100.46
RVNL,EQ,216,-2.43,45036.43,45.9,100.03
PPLPHARMA,EQ,214.9,1.71,28610.67,46.48,100.02
UNOMINDA,EQ,1280,1.59,73915.65,7.79,99.3
SHADOWFAX,EQ,239.85,-2.56,14068.67,40.56,99.05
AUBANK,EQ,1091,-2.02,81817.45,8.99,98.86
BAJAJHIND,EQ,21.01,-3.54,5022.79,458.78,98.68
RADICO,EQ,4606,-0.17,61712.29,2.13,97.75
SBIFUNDS,EQ,565,0.28,115080.76,17.46,97.75
JSWINFRA,EQ,338,-2.01,78754.05,28.33,96.22
LEAPIND,EQ,162.42,1.74,7155.19,57.72,94.25
GRANULES,EQ,833,0.58,20641.48,11.23,93.98
MOTILALOFS,EQ,1038.1,-0.18,62527.17,9.04,93.56
SETFGOLD,EQ,134.3,-1.58,27633.94,69.34,93.08
SKIPPER,EQ,556.7,1.73,6285.37,16.62,93.01
VOLTAS,EQ,1217.5,0.04,40285.22,7.6,92.72
NESTLEIND,EQ,1450,-0.1,279605.58,6.37,92.35
YESBANK,EQ,22.26,-0.54,69868.8,408.44,91.45
HDFCSILVER,EQ,225.93,-1.81,7975.13,40.25,91.04
INOXWIND,EQ,72,-1.64,12443.31,125.55,90.54
PARAS,EQ,1460,-2.19,11765.75,6.13,90.22
PHOENIXLTD,EQ,1901.7,-1.16,68016.91,4.69,89.83
JYOTICNC,EQ,1029.15,1.62,23405.25,8.74,89.58
ALKEM,EQ,5320,0.31,63608.58,1.67,88.81
NEULANDLAB,EQ,23500,-0.19,30150.24,0.38,88.71
KMEW,EQ,2968,6.85,7301.28,3.04,88.62
FINCABLES,EQ,1290.6,0.33,19738.35,6.86,88.6
WAAREEENER,EQ,2624,-0.42,75479.71,3.33,87.32
EXIDEIND,EQ,436.9,-1.6,37136.5,19.57,86.25
GESHIP,EQ,1317,-1.14,18802.44,6.51,86.23
KELLTONTEC,EQ,15.07,11.55,795.4,581.83,85.94
IOC,EQ,137.57,-1.37,194265.88,61.91,85.21
IDFCFIRSTB,EQ,83.8,-0.71,72249.93,100.79,84.75
SHIPROCKET,EQ,131.6,-0.68,9574.92,64.1,84.34
SAMMAANCAP,EQ,147.13,-1.55,17089.79,56.96,84.29
WIPRO,EQ,176.4,-0.54,174716.04,46.95,83.26
GKENERGY,EQ,139.4,4.17,2827.27,58.42,82.63
XTRANET,EQ,163.81,2.49,856.49,51.65,82.37
FMGOETZE,EQ,544.95,-0.68,3031.67,15.13,82.36
VMM,EQ,108,-1.48,50595.93,75.77,82.19
GAIL,EQ,172.44,-1.17,113381.02,47.46,81.68
SUDARSCHEM,EQ,1255,1.68,9990.75,6.44,79.84
BANDHANBNK,EQ,169.7,-2.19,27340.56,46.69,79.79
SILVERAXIS,EQ,234.7,-1.88,2112.23,34.01,79.63
CRISIL,EQ,4708,4.31,34429.61,1.7,79.16
CHENNPETRO,EQ,1353.9,-1.53,20161.11,5.79,78.94
HAVELLS,EQ,1241,-1.41,77880.4,6.23,78.29
LLOYDSME,EQ,1797,-2.64,101154.38,4.28,77.61
MANKIND,EQ,2417.5,0.99,99841.78,3.22,77.05
KWIL,EQ,46.4,-0.17,10902.1,163.11,76.71
QUADFUTURE,EQ,433,5.11,1732,17.63,75.55
CIPLA,EQ,1420,1.23,114715.15,5.33,75.28
UPL,EQ,578.1,-1.9,48801.43,12.67,73.77
TRAVELFOOD,EQ,1332,3.43,17539.71,5.38,73.64
VEDPOWER,EQ,37.38,-0.29,14617.03,193.86,73.1
PIRAMALFIN,EQ,2225.1,0.17,50438.06,3.23,71.83
SIGMAADV,BE,763.65,5,13458.55,9.43,71.56
BIOCON,EQ,418.4,0.22,68186.4,17.13,71.52
SILVERIETF,EQ,236.1,-1.79,15188.77,30.23,71.48
FIVESTAR,EQ,531.25,3.15,15681.9,13.54,71.05
MTARTECH,BE,7082.5,0.01,21785.48,1,71.03
MARSONS,EQ,125.5,1.55,2159.86,56.57,70.78
GLAXO,EQ,3075,1.34,52092.36,2.29,70.55
FORCEMOT,EQ,17375,-0.43,22644.69,0.41,70.47
JSFB,EQ,542,-0.93,5731.79,12.79,70.03
RUBICON,EQ,1845,1.44,30540.64,3.79,69.84
SBFC,EQ,98.6,-2.51,10926.92,68.43,69.12
AWL,EQ,199.13,-1.37,25880.5,34.41,68.96
POONAWALLA,EQ,481,1.77,42355.69,14.35,68.87
KIMS,EQ,768,1.57,32256.5,8.9,68.62
TIMETECHNO,EQ,186,0.38,9181.62,36.79,68.33
OIL,EQ,469.85,0.15,76426.17,14.46,67.94
SUNSHINE,EQ,367.5,0.08,1144.72,18.16,67.29
OLAELEC,EQ,37.65,-0.92,17425.96,177.33,66.64
YATHARTH,EQ,980.8,1.61,9450.44,6.84,65.74
PARADEEP,EQ,160.55,-2.01,16673.44,40.38,64.95
GMRAIRPORT,EQ,98.68,-0.17,104195.97,65.42,64.77
ABCAPITAL,EQ,410,0,112232.18,15.78,64.75
BANKINDIA,EQ,144.6,-0.92,65831.58,44.38,64.33
PGEL,EQ,596,1.51,17071.68,10.69,64.02
SAILIFE,EQ,1482.1,1.44,31467,4.32,63.89
RAMCOCEM,EQ,891.25,-5.25,21059.56,7.06,63.68
AVALON,EQ,2245,0.84,14999.24,2.81,63.47
HBLENGINE,EQ,663,-3.06,18378.02,9.36,63.23
BAJAJHLDNG,EQ,11399,-1.22,126863.47,0.55,63.2
VOLTAMP,EQ,11111,1.21,11241.13,0.56,63.1
KARURVYSYA,EQ,346,-2.36,33443.02,17.92,62.84
KPITTECH,EQ,588,-0.34,16119.66,10.63,62.27
STYLEBAAZA,EQ,402.55,-1.55,3064.1,15.19,62.27
THELEELA,EQ,548,-0.87,18300.89,11.3,62.16
ALOKINDS,EQ,10.53,-6.65,5228.4,600.05,62.04
INDHOTEL,EQ,718.5,-0.35,102273.61,8.64,61.88
CANHLIFE,EQ,156.8,1.9,14896,39.45,61.8
RBLBANK,EQ,385.4,0.76,59741.17,16.06,61.75
NCC,EQ,150,1.9,9417.7,41.03,61.66
ACMESOLAR,EQ,390,-1.5,27568.1,15.73,61.64
IRFC,EQ,84.65,-1.23,110624.9,71.79,61.13
GCSL,EQ,540.5,0.46,1305.81,11.31,61.02
BDL,EQ,1348.6,-1.06,49434.62,4.45,60.18
NH,EQ,1910.3,1.47,39039.04,3.14,60.05
AEROFLEX,EQ,518.8,-3.27,6865.32,11.11,58.76
SRF,EQ,2605,0.85,77218.67,2.25,58.71
TATACAP,EQ,376,1.44,159607.08,15.5,58.13
PETRONET,EQ,290.95,0.67,43642.5,19.88,58.09
GICRE,EQ,353,0.93,61930.32,16.44,57.85
ATALREAL,EQ,35.2,1.73,436.11,162.51,57.61
HONASA,EQ,486.9,2.4,15874.12,11.69,56.84
BALAMINES,EQ,2407.7,-1.21,7801.19,2.35,56.83
AZAD,EQ,2809.9,-0.55,18146.82,2.02,56.75
TBZ,EQ,303,-0.92,2021.94,18.42,56.52
OMAXE,EQ,113,3.32,2066.78,49.8,56.09
JTLIND,EQ,82.5,1.84,3242.92,67.25,56.02
MRPL,EQ,170.3,-1.91,29846.76,32.67,55.87
RAIN,EQ,194,-0.91,6525.11,27.97,55.3
JINDWORLD,EQ,36.9,5.91,3699.6,148.72,55.12
SAPPHIRE,EQ,240.17,-3.81,7718.65,22.48,55.11
CREDITACC,EQ,1417,-1.61,22736.38,3.84,54.83
SUPREMEIND,EQ,3585,1.27,45539.13,1.52,54.83
BECTORFOOD,EQ,238.7,-1.87,7327.87,22.39,54.11
COLPAL,EQ,1845,-0.81,50181.35,2.91,53.81
AEGISLOG,EQ,1301.2,-2.29,45672.12,4.11,53.59
M&MFIN,EQ,380.9,-1.15,52944,13.91,53.35
PVRINOX,EQ,1235,-1.62,12127.7,4.31,53.3
ASTRAL,EQ,1529.2,0.2,41081.98,3.46,53.07
NHPC,EQ,76.55,0.41,76894.74,70.01,53.03
INDIANB,EQ,884.4,-0.52,119125.49,5.97,52.81
GENUSPOWER,EQ,332,-2.67,10100.85,15.71,52.68
KISSHT,EQ,303.65,-0.95,5115.99,17.1,51.99
NYKAA,EQ,338,-0.59,96807.05,15.31,51.82
ZENTEC,EQ,1823,-2.69,16459.93,2.81,51.8
TARIL,EQ,303,-0.33,9095.02,16.66,51.26
EMAMILTD,EQ,387,-3.6,16892.55,13.15,51.24
CYIENTDLM,EQ,811.5,1.7,6441.96,6.33,50.96
KIRIINDUS,EQ,480,-7.01,3128.06,10.22,50.88
CRAFTSMAN,EQ,10885,3.28,28469.1,0.47,50.37
NELCO,EQ,960.4,2.61,2191.48,5.22,50.36
OBEROIRLTY,EQ,1872.9,0.16,68099.06,2.7,50.29
ANANTRAJ,EQ,604.85,-0.25,21767.16,8.24,49.98
DABUR,EQ,386.2,-1.53,68510.22,12.82,49.94
LIQUIDPLUS,EQ,1100.66,0.01,1168.7,4.54,49.92
IREDA,EQ,117.4,-1.18,32980.38,41.63,48.8
JUBLFOOD,EQ,504,0.9,33256.2,9.75,48.78
TATACOMM,EQ,1685,2.16,48025.32,2.9,48.65
CAMS,EQ,740.9,-0.68,18396.37,6.54,48.61
BANKNIFTY1,EQ,59.7,-0.57,4494.18,81.07,48.47
KTKBANK,EQ,328,-2.87,12408.27,14.61,48.47
TEJASNET,EQ,510.65,1.11,9088.24,9.49,48.46
DECNGOLD,EQ,229.3,-0.72,4537.89,21.39,48.35
WELSPUNLIV,EQ,192.45,0.95,18181.76,25.34,48.28
ONESOURCE,EQ,1527.9,2.99,17520.87,3.15,47.97
LTM,EQ,4464,0.09,132411.76,1.06,47.85
AEQUS,EQ,247.25,-1.75,16582.21,19.24,47.69
ARDEE,EQ,59.29,6.03,1868.83,81.4,47.53
BLUESTONE,EQ,803,0.63,12265.78,5.87,47.45
GUJENERGY,EQ,251,-1.16,23549.59,18.71,47.26
ATGL,EQ,645.05,0.21,70943.25,7.34,47.21
TATATECH,EQ,799,0.69,32443.54,5.94,47.18
LIQUIDBETF,EQ,1096.32,0.01,677.66,4.3,47.1
CUB,EQ,229,0.97,22689.03,20.31,46.4
MARKSANS,EQ,325.85,-1.57,14766.34,14.15,46.28
PNBHOUSING,EQ,1178,-0.59,30722.7,3.89,46.01
ACE,EQ,1134,-2.16,13504.03,3.88,45.07
FCL,EQ,48.69,-3.74,5669.95,91.3,45.07
SGMART,EQ,804,-4.55,10133.23,5.42,44.79
GOLDETF,EQ,152.55,-1.9,3602.2,29.28,44.76
AMBUJACEM,EQ,411.05,-1.94,102138.41,10.71,44.51
AAVAS,EQ,1276,-0.76,10117.41,3.5,44.51
SHREEJISPG,EQ,637.7,-0.2,10389.3,6.92,44.24
RBA,EQ,101.3,-1.04,7209.71,42.79,43.28
GOLDCASE,EQ,24.78,-1.67,2610.24,173.72,43.05
PRESTIGE,EQ,1623,0.49,69907.52,2.64,42.78
AGARWALEYE,EQ,495.95,-0.52,15722.91,8.58,42.76
SHANKESH,EQ,89.35,-4.68,1313.73,46.56,42.67
ACUTAAS,EQ,3335,2.37,27304.02,1.28,42.6
HEG,EQ,712.25,-0.18,13744.82,5.93,42.24
EMMVEE,EQ,327.3,-1.7,22660.45,12.76,42.14
RKFORGE,EQ,716.8,-2.08,13057.95,5.76,41.87
RENUKA,EQ,23.44,-2.09,4989.18,175.86,41.73
AGIIL,EQ,288.95,0.36,3611.8,14.34,41.58
BIKAJI,EQ,609.2,-0.47,15274.86,6.63,41.44
EDELWEISS,EQ,124.3,-2.49,11765.39,32.55,41.01
ESCORTS,EQ,2974.1,-3.03,33273.56,1.35,40.67
CASTROLIND,EQ,186.42,-0.18,18438.15,21.63,40.25
