Symbol,Series,LTP,%chng,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
TMCV,EQ,470.35,0.87,173215.81,153.09,718.67
TCS,EQ,2399.3,2.45,868087.74,29.06,684.45
TATASTEEL,EQ,184.35,-1.15,230133.82,368.03,671.84
TVSMOTOR,EQ,4341.3,0.86,206249.57,15.1,652.91
ITC,EQ,255.5,-3.95,320201.62,245.76,644.62
SILVERBEES,EQ,223.42,-3.04,32091.32,288.88,641.42
SHRIRAMFIN,EQ,1109.9,2.12,261157.64,58.6,633.58
DIVISLAB,EQ,9467,2.47,251319.1,6.81,631.31
PERSISTENT,EQ,5594.5,-4.77,88253.24,11.12,627.15
LT,EQ,4044.9,-0.02,556524.07,15.53,623.43
GOLDBEES,EQ,127.45,-2.6,58521.93,488.51,619.62
IDEA,EQ,14.33,-2.38,155255.57,4192.38,615.44
MANALIPETC,EQ,84,14.5,1444.79,734.02,604.98
NTPC,EQ,327.4,-0.8,317468.85,184.01,600.6
OFSS,EQ,12540,2.87,109202.24,4.87,598.85
MARUTI,EQ,13547,1.28,425921.17,4.43,594.27
EICHERMOT,EQ,7953.5,-1.31,218340.84,7.43,591.62
HINDALCO,EQ,1015.45,-2.12,228194.62,57.59,585.33
GMRAIRPORT,EQ,93.63,-4.76,98863.69,597.25,565.35
NETWEB,EQ,5177.7,-2.73,30779.31,10.59,549.37
SBIN,EQ,1060,1.19,978445.46,51.39,537.86
FMGOETZE,EQ,626.3,4.03,3484.24,85.25,531.47
JIOFIN,EQ,241.35,1.24,159366.82,220.08,527.18
BEL,EQ,414.45,0.62,302953.78,125.96,517.69
NIACL,EQ,191.9,2.98,31625.12,262.75,515.19
HINDZINC,EQ,595.45,-4.27,251596.62,85.85,512.09
TECHM,EQ,1628,-0.79,159565.78,29.75,482.99
TEMPSENS,EQ,560,-4.54,4694.63,82.62,472.74
SUNPHARMA,EQ,1984.8,3.38,476208.78,24.13,470.01
VEDL,EQ,278.2,-3.39,108787,166.65,464.58
HINDCOPPER,EQ,525.45,-1.52,50812.28,88.12,462.77
DHOOTTRANS,EQ,1480,1.73,30273.11,31.25,461.85
PFC,EQ,336.3,-4.46,110982.42,132.33,457.79
IFCI,EQ,89.26,-0.78,24049.45,506.07,455.52
NATIONALUM,EQ,381.5,-3.41,70067.5,119.59,455.03
SWIGGY,EQ,281.9,0.5,77813.24,161.44,451.32
PAYTM,EQ,1717.1,4.01,110088.97,26.87,448.07
ANGELONE,EQ,286.9,-2.41,26213.69,153.19,437.31
MOREPENLAB,EQ,107.38,1.12,5883.93,410.94,437.16
ULTRACEMCO,EQ,11450,-1.2,337407.65,3.81,436.97
SAIL,EQ,195,-2.5,80545.24,220.56,436.66
COFORGE,EQ,1985.3,-1.45,87924.66,21.63,429.54
BAJAJ-AUTO,EQ,12130,1.85,333337.06,3.56,427.14
HFCL,EQ,248.9,-1.02,38096.7,166.18,418.19
HCLTECH,EQ,1312.2,-0.3,356087.13,31.25,410.34
AUROPHARMA,EQ,1717,4.36,98792.38,24.17,407.56
BHEL,EQ,442.65,2.74,154133.53,92.52,399.64
DALBHARAT,EQ,1890,2.42,35449.97,21.42,396.87
URBANCO,EQ,165.8,-1.55,25569.35,229.49,387.61
PCJEWELLER,EQ,10.93,-0.09,10613.61,3538.25,387.08
INDHOTEL,EQ,737.9,4.46,105035.06,52.21,377.12
TEJASNET,EQ,559,1.61,9948.75,67.07,374.18
TARIL,EQ,312,2.82,9365.17,117.56,372.04
GVT&D,EQ,4445.2,2.44,113817.81,8.5,368.11
DIFFNKG,EQ,493.2,20,1845.86,78.18,365.6
ASIANPAINT,EQ,2653.6,1.72,254532.73,13.81,359.65
APOLLOHOSP,EQ,8898.5,0.68,127946.78,4.05,359.01
HINDUNILVR,EQ,1967.4,-2.14,462258.58,18,356.61
POLYCAB,EQ,9445,3.93,142314.07,3.87,354.94
SUNSHINE,EQ,452.3,5.25,1408.86,76.25,341.45
NESTLEIND,EQ,1496.5,2.88,288572.24,23.2,339.19
GRASIM,EQ,3371,2.46,229409.27,10.19,338.17
MOTHERSON,EQ,170.68,3.07,180135.91,200.99,333.68
PINELABS,EQ,163,-1.25,18807.89,202.62,332.13
MARICO,EQ,820,-1.16,106467.8,39.72,329.13
HAL,EQ,4801.6,-1.22,321119,6.82,327.46
TORNTPHARM,EQ,5066,0.32,192689.49,6.5,324.17
HSCL,EQ,657,-2.37,33150.52,48.6,322.79
TITAN,EQ,5102.4,-1.29,452984.01,6.31,322.47
PIDILITIND,EQ,1687.7,3.57,171787.55,19.08,315.26
VBL,EQ,400.45,-3.27,135450.81,77.14,314.71
COALINDIA,EQ,401.75,0.19,247587.61,78.28,314.64
JSWENERGY,EQ,520.4,-2.78,95414.44,59.58,312.92
TMPV,EQ,308.85,-3.3,113753.77,99.86,312.8
LICI,EQ,418,-0.95,528769.81,74.63,310.8
NAUKRI,EQ,1313,-3.03,85137.62,23.45,310.69
ADANIGREEN,EQ,1214.9,-7.33,199412.94,24.62,308.36
WELCORP,EQ,2370.1,-0.16,62521.02,12.87,306.2
POWERGRID,EQ,263.55,-0.94,245117.41,115.53,305.29
CUPID,EQ,280.4,-0.68,37704.29,108.63,304.19
SAGILITY,EQ,47.05,1.53,22025.65,649.18,303.23
CGPOWER,EQ,916,3.04,144311.23,33.93,302.97
WIPRO,EQ,184.5,1.96,182738.72,166.67,301.35
BOSCHLTD,EQ,50000,2.8,147480.5,0.61,298.19
CAMS,EQ,782,2.62,19416.87,37.84,294.04
CYIENT,EQ,1175,6.1,12308.48,25.46,292.74
KALYANKJIL,EQ,601,-2.4,62068.33,47.79,291.46
INDIGO,EQ,5234,1.32,202381.3,5.6,287.27
MILKYMIST,EQ,210.5,-1.78,16205.2,133.5,286.17
TRENT,EQ,2879.9,-0.62,153565.57,9.77,281.56
RATNAVEER,EQ,305.8,3.68,2184.23,92.06,281.15
MASTEK,EQ,1748,-7.29,5419.22,15.76,281.09
DIXON,EQ,14850,1.37,90796.06,1.91,280.97
SUZLON,EQ,47.52,1.56,65319.03,599.12,278.65
HINDPETRO,EQ,365.75,0.48,77825.11,77.29,277.83
LIQUIDBEES,EQ,1000,0,11233.68,27.35,273.5
ONGC,EQ,231.8,-0.19,291610.87,117.33,273.09
NYKAA,EQ,349.55,4.14,100115.1,79.3,271.86
SBIFUNDS,EQ,576.25,2.21,117372.19,46.91,269.02
MUTHOOTFIN,EQ,2978.1,-3.65,119561.33,8.95,268.25
HEROMOTOCO,EQ,5450,-2.68,109076.96,4.85,268.15
TNPETRO,EQ,120.2,7.93,1081.46,218.01,266.6
LODHA,EQ,1198.6,-5.92,119766.9,21.86,266.57
MEESHO,EQ,205.65,-1.43,95083.71,127.26,265.33
CUMMINSIND,EQ,5105,-1.69,141510.6,5.07,259.88
JSWSTEEL,EQ,1307.7,-2.04,319792.02,19.82,259.81
BPCL,EQ,324.05,1.5,140586.92,81.29,256.44
RECLTD,EQ,323.3,2.05,85132.13,80.07,252.41
ASHOKLEY,EQ,175.64,-0.07,103168.38,143.33,251.58
BAJAJHIND,EQ,22.55,4.06,5390.95,1123.87,251.52
CRAFTSMAN,EQ,11428.5,2.79,29890.59,2.21,249.38
LALITHAA,EQ,256.99,-3.11,14383.98,94.44,248.88
LTTS,EQ,3632.9,1.8,38536.91,6.86,247.25
POWERINDIA,EQ,33760,1.29,150476.3,0.75,247
WAAREEENER,EQ,2605,-1.33,74933.17,9.51,246.66
TDPOWERSYS,EQ,778.4,3.41,24321.64,31.55,244.74
SEDEMAC,EQ,3049.8,1.27,13471.12,7.83,241.59
APLAPOLLO,EQ,2223.4,-1.86,61734.57,10.81,241.41
FEDERALBNK,EQ,356.7,3.62,88138.16,68.24,240.16
INDGN,EQ,608,5.02,14650.78,39.72,239.66
SHILPAMED,EQ,948.55,4.95,18551.91,25.72,239.6
ECLERX,EQ,1956,0.03,18396.32,11.76,237.71
ABCAPITAL,EQ,409.4,0.95,112067.94,58.34,237
BANKBARODA,EQ,238.6,-1.36,123388.7,98.7,234.56
DRREDDY,EQ,1154.4,-2,96352.55,20.02,233.93
OIL,EQ,483.15,0.06,78589.56,47.91,233.33
CHOLAFIN,EQ,1857.4,-0.3,158372.71,12.69,232.87
AZAD,EQ,2878,0.96,18586.63,7.91,228.15
SYRMA,EQ,1445,-1.99,27864.01,15.97,227.46
GAIL,EQ,177.5,3.74,116708.02,130.12,227.27
YESBANK,EQ,22.83,3.3,71657.9,1020.2,227.1
UNITDSPR,EQ,1490,-1.32,108375.28,15.23,226.53
GLENMARK,EQ,2480,-1.29,69991.72,9.11,225.92
ENRIN,EQ,3216,-0.82,114528.35,6.88,224.1
LUPIN,EQ,2188.4,0.78,100061.28,10.11,219.57
ICICIGI,EQ,1566.9,0.31,78282.1,14.1,219.01
VENKEYS,EQ,1698,8.02,2392.03,12.83,217.2
RADICO,EQ,4485,-2.61,60091.11,4.81,216.14
COLPAL,EQ,1897.6,3.87,51611.99,11.67,215.92
HDFCAMC,EQ,2622.1,2.07,112438.41,8.35,215.07
LIQUIDCASE,EQ,115.72,0.02,10174.79,185.43,214.56
NAZARA,EQ,372,-0.69,13781.3,57.3,214.27
DLF,EQ,691.05,1.65,171056.65,31.52,213.39
POLICYBZR,EQ,1875,3.51,86755.29,11.51,211.85
ICICIAMC,EQ,3066.4,-2.33,151559.43,6.88,211.26
PNB,EQ,114.23,-1.01,131283.89,184.24,210.49
TATAPOWER,EQ,347,-1.38,110878.28,60.04,209.33
DMART,EQ,3900,1.81,254375.93,5.47,208.62
SUPREMEIND,EQ,3559,-2.14,45208.86,5.8,207.8
INDUSTOWER,EQ,388.8,2.32,102571.77,54.11,207.56
SOLARINDS,EQ,20108,-1.43,181957.4,1.01,203.91
VINCOFE,EQ,185.94,4.48,2708.93,109.95,203.56
CANBK,EQ,126.9,-1.13,115106.56,158.32,200.29
HDFCLIFE,EQ,543.35,-0.85,118041.43,36.84,200.15
FORTIS,EQ,906.9,-2.14,68467.15,21.97,200.08
IOC,EQ,139.13,1.48,196468.79,140.39,191.79
DATAPATTNS,EQ,4517,-2.33,25287.96,4.15,188.64
RRKABEL,EQ,2931.9,0.92,33161.4,6.44,187.61
NAVINFLUOR,EQ,8661.5,1.69,44419.88,2.16,186.8
LICHSGFIN,EQ,538.4,0.64,29615.39,33.67,180.51
UNIONBANK,EQ,188.63,1.41,143992.7,97.67,180.37
GESHIP,EQ,1301.4,-2.85,18579.72,13.73,179.43
PTCIL,EQ,21900,-0.95,32833.68,0.8,177.53
ICICIPRULI,EQ,517.05,2.18,75014.76,34.62,176.46
BRITANNIA,EQ,5250,-1.1,126455.86,3.34,175.5
TATACONSUM,EQ,1037.5,-0.31,102640.03,16.87,175.02
ZYDUSLIFE,EQ,1161.3,-2.49,115840.12,14.98,174.31
ALIVUS,EQ,1400,3.69,17188,12.21,173.25
MAXHEALTH,EQ,1042.1,2.76,101425.14,16.85,171.7
MRF,EQ,134500,1.83,57043.37,0.13,170.8
ABB,EQ,7638.5,1.72,161866.21,2.27,169.31
IDFCFIRSTB,EQ,85.97,3.43,74120.84,197.8,166.41
CDSL,EQ,1402.5,-0.86,29312.25,11.91,166.05
360ONE,EQ,1175,-2.08,47888.83,14.13,165.66
KEI,EQ,5740.3,3.06,54877.61,2.98,164.99
EPL,EQ,264,4.79,8457.8,63.25,164.92
MANAPPURAM,EQ,340.1,-2.52,31946.82,48.25,164.92
VMM,EQ,110.64,3.4,51832.72,152.09,164.21
PIRAMALFIN,EQ,2315,1.61,52475.89,7.11,163.25
WOCKPHARMA,EQ,1885,-4.66,30628.53,8.53,162.08
ENGINERSIN,EQ,263,3.66,14781.71,62.49,161.5
VOGL,EQ,38.8,-3.77,15172.31,410.61,160.67
BHARATFORG,EQ,2104.9,3.3,100618.15,7.8,160.29
KIRIINDUS,EQ,534,8.34,3479.97,30.59,159.86
AUBANK,EQ,1086.2,0.84,81457.49,14.83,159.75
APOLLO,EQ,386,-0.37,14343.74,41.03,159.4
WABAG,EQ,1974,-5.37,12333.19,7.96,159.4
VOLTAS,EQ,1194.4,-0.47,39520.87,13.3,158.92
VIMTALABS,EQ,642,3.93,2868.9,24.16,158.76
ACUTAAS,EQ,3168.8,-3.44,25943.32,4.91,157.26
LTM,EQ,4540,-2.89,134666.08,3.44,156.75
APARINDS,EQ,17636,-0.94,73846.05,0.88,156.59
REDINGTON,EQ,360.2,-1.58,28159.52,43.53,156.06
CHENNPETRO,EQ,1365.5,1.82,20333.85,11.37,154.22
BIOCON,EQ,412,0.22,67143.4,37.46,152.34
FORCEMOT,EQ,17526,0.9,22841.49,0.87,152.21
PRECWIRE,EQ,506.5,-0.17,9259.22,30,151.82
MAZDOCK,EQ,2480,-2.94,100038.24,6.08,151.72
PHOENIXLTD,EQ,1900,-0.89,67956.11,7.89,149.72
CLEANMAX,EQ,1230,-1.67,14450.62,11.9,149.5
INDUSINDBK,EQ,1016.6,2.27,79206.64,14.77,147.47
KTKBANK,EQ,336.3,1.8,12722.26,43.58,146.22
INDIANB,EQ,898.75,1.85,121058.39,16.52,145.85
NMDC,EQ,88.2,1.66,77543.83,169.06,145.73
OBEROIRLTY,EQ,1868,-0.11,67920.9,7.78,145.02
UPL,EQ,562.25,-1.53,47463.42,25.72,144.98
BAJAJFINSV,EQ,2021,0.95,323776.6,7.25,144.62
CMSINFO,EQ,242.35,-0.08,3879.14,58.44,142.3
FINCABLES,EQ,1250.5,-3.65,19125.07,11.32,142.14
BDL,EQ,1275,-2.37,46736.72,11.1,141.59
GODREJPROP,EQ,2014.7,-0.71,60688.1,7.07,141.08
KRT,RR,109.5,-3.45,48556.67,126.88,140.57
LTF,EQ,321,2.13,80444.07,44.89,140.36
HYUNDAI,EQ,2205,-2.73,179165.31,6.2,139.69
SBILIFE,EQ,1740.5,-1.17,174632.99,7.96,138.91
CIPLA,EQ,1409.2,-1,113842.67,9.78,138.26
PTC,EQ,151.68,-3.81,4489.85,90.86,137.69
KPITTECH,EQ,585,-4,16037.41,23.25,137.26
JUSTDIAL,EQ,705.3,0.11,5998.51,19.19,136.5
PREMIERENE,EQ,1036.3,2.21,47042.99,13.31,136.15
NEWGEN,EQ,528,-6.89,7524.53,24.75,132.38
GENUSPOWER,EQ,334.2,-4.43,10167.79,39.26,132.25
STLTECH,BE,730,0.86,37515.52,17.86,131.33
SONACOMS,EQ,813.05,-0.24,50725.43,16.05,130.25
MOLBIO,EQ,1078.2,-1.51,12425.18,11.59,129.27
NIFTYBEES,EQ,274.9,-0.26,66990.14,46.9,128.73
CPPLUS,EQ,3569.3,-0.2,42224.97,3.61,128.14
NHPC,EQ,76.72,2.54,77065.51,168.15,127.12
GABRIEL,EQ,1451,6.1,25716.08,8.96,127.02
RELIGARE,EQ,244,4.7,8122.53,52.89,126.79
BALUFORGE,EQ,631.05,-1.21,7660.44,19.7,126.11
ICIL,EQ,470.9,8.27,9326.38,27.45,125.3
DABUR,EQ,381,-1.3,67587.76,32.74,125.28
TATSILV,EQ,22.66,-3.04,5336.32,555.68,125.08
LEAPIND,EQ,167.6,-0.48,7383.39,73.94,124.75
INFRAIETF,EQ,94.65,-0.15,419.26,131.77,124.52
GOLDIETF,EQ,131.8,-2.82,28188.71,94.66,124.4
RENUKA,EQ,24.95,3.36,5310.58,490.72,122.83
WEWORK,EQ,678.5,-1.89,9403.35,17.51,120.4
HAVELLS,EQ,1244.1,1.73,78074.95,9.87,120.35
AVALON,EQ,2381,6.69,15907.88,5.19,120.29
ACMESOLAR,EQ,408,3.63,28840.47,30.08,119.71
BANDHANBNK,EQ,163.5,-2.82,26341.67,72.41,119.25
GOLDAXIS,EQ,127.88,-2.96,5703.54,93.48,118.91
BANKINDIA,EQ,141.59,-1.67,64461.22,82.43,117.24
SANSERA,EQ,4037.7,4.63,25196.69,2.92,116.26
PWL,EQ,116.59,-2.4,33821.44,98.8,115.98
TATATECH,EQ,830.5,-0.46,33722.6,14.02,115.89
ASTERDM,EQ,755,0.88,65811.27,15.3,115.41
VISL,EQ,36.9,-4.38,14429.33,309.32,115.38
ENTERO,EQ,1800.2,-0.46,7835.02,6.39,114.95
MAHABANK,EQ,82.07,-2.06,63124.48,137.34,113.59
CUB,EQ,229.5,3.27,22738.57,49.62,113.36
EXIDEIND,EQ,439.1,-1.24,37323.5,25.68,113.13
PARAS,EQ,1429,-0.74,11515.93,7.86,112.41
SHADOWFAX,EQ,257.5,4.95,15103.95,43.69,111.23
PRESTIGE,EQ,1633,2.83,70338.25,6.99,111.13
AMAGI,EQ,576,0.91,12679.26,19.51,110.87
HDFCSILVER,EQ,223,-3.19,7709.14,49.04,108.78
JYOTICNC,EQ,996,-4.18,22651.34,10.82,108.39
CANHLIFE,EQ,157.3,2.02,14943.5,70.29,108.3
CARTRADE,EQ,2991,-0.78,14509.95,3.59,107.98
TATAGOLD,EQ,14.99,-2.41,6172.48,718.8,107.24
GLAND,EQ,2885,-0.1,47592.88,3.71,107.03
KPRMILL,EQ,1175,3.96,40163.15,9.09,106.97
ANTHEM,EQ,898.1,-0.22,50599.67,11.81,105.79
DELHIVERY,EQ,456.2,-2.98,34177,22.86,105.51
CROMPTON,EQ,235.9,1.24,15189.95,45.56,105.41
SUNDARMFIN,EQ,4570,-0.1,50774.46,2.32,105.26
GODREJCP,EQ,901.3,-1.5,92230.48,11.51,104.09
PAGEIND,EQ,35800,-0.51,39930.87,0.29,102.57
AIIL,EQ,572,4.78,48575.7,18.25,102.41
SAILIFE,EQ,1463,-1.48,31061.48,6.95,102.2
BLUESTONE,EQ,823,3.56,12571.28,12.64,101.9
SILVERIETF,EQ,233.5,-2.92,15025.71,43.83,101.81
HCC,EQ,23.88,-3.08,6255.29,418.46,101.18
GRSE,EQ,2567.9,-1.72,29415.81,3.94,100.86
SUDARSCHEM,EQ,1270,1.04,10110.16,7.96,100.38
AGARWALEYE,EQ,518.8,2.17,16447.32,19.27,98.3
MRPL,EQ,169.61,0.64,29725.83,57.63,98.14
SAMMAANCAP,EQ,145.58,-0.15,16909.75,66.6,97.08
LGEINDIA,EQ,1700,0.51,115391.31,5.65,96.36
KFINTECH,EQ,970,2.11,16768.59,10.21,96.29
RTNPOWER,EQ,7.56,-4.91,4059.8,1268.8,96.17
IIFL,EQ,644,-2.31,27394.54,14.85,96.16
CGCL,EQ,256,-0.77,24631.14,37.65,95.82
FLUOROCHEM,EQ,4699.9,-1.49,51628.4,2.02,95.82
NEULANDLAB,EQ,22935,-1.16,29425.35,0.41,95.48
ANANTRAJ,EQ,602.7,-0.57,21689.78,15.97,95.44
SETL,EQ,368.5,1.18,7351.27,25.37,93.95
DEEPAKFERT,EQ,1401,-2.46,17685.92,6.65,93.48
MANKIND,EQ,2419.2,1.52,99911.99,3.92,93.42
LUMAXTECH,EQ,2083,4.91,14197.25,4.53,93.28
ANANDRATHI,EQ,2200,-0.61,36529.08,4.22,93.14
JINDALSTEL,EQ,1192.9,1.16,121686.31,7.82,91.67
LIQUID1,EQ,1120.61,0.01,2563.76,8.06,90.29
AMBUJACEM,EQ,401.15,-2.65,99678.44,22.13,89.67
SIEMENS,EQ,4030,-1.44,143516.56,2.22,89.54
SPLPETRO,EQ,725.15,3.47,13635.82,12.22,89.52
INDOMIM,EQ,878.8,1.24,43454.98,10.26,89.33
ZENTEC,EQ,1780,-2.2,16071.68,5,89.04
UNOMINDA,EQ,1276,0,73684.66,6.94,88.87
SHREEJISPG,EQ,641.6,-1.67,10452.84,13.85,88.63
QPOWER,EQ,1445,0.96,11190.67,5.99,88.55
PARADEEP,EQ,160,-3.54,16616.32,54.91,88.52
THELEELA,EQ,571.15,2.86,19074,15.4,88.5
VIYASH,EQ,264.45,-1.1,11633.36,33.19,88.27
JPPOWER,EQ,16.45,-2.2,11273.94,529.37,87.72
INOXWIND,EQ,70.37,-1.98,12161.61,124.9,87.53
FCL,EQ,50.92,1.78,5929.64,172.37,87.5
FIRSTCRY,EQ,181.7,-2.04,9486.34,47.09,87.14
KIRLOSENG,EQ,2099,-1.14,30544.62,4.14,86.73
KWIL,EQ,45.26,-0.64,10634.25,186.75,85.7
MPHASIS,EQ,2427.4,-1.12,46333.59,3.54,85.48
PIIND,EQ,2370,-2.07,35957.19,3.56,85.09
PETRONET,EQ,300.6,2.95,45090,28.8,84.61
LLOYDSENGG,EQ,86.13,-0.7,12720.51,97.2,84.38
MANORAMA,EQ,1871,-0.97,11810.2,4.42,84.36
EMAMILTD,EQ,363.95,-4.07,15886.42,22.83,83.96
GMRP&UI,EQ,90.9,-2.62,7099.45,92.25,83.39
RCF,EQ,113.9,-4.93,6283.73,72.53,82.84
RKFORGE,EQ,742.25,-1.2,13521.57,11.06,82.55
LIQUIDIETF,EQ,1000,0,1062.12,8.16,81.59
HUDCO,EQ,178.25,-2.72,35683.87,45,81.55
EMBDL,EQ,62.5,-0.45,8691.46,130.81,81.23
BODALCHEM,EQ,118.89,19.99,1497.35,70.35,80.98
LLOYDSME,EQ,1788,-1.23,100647.76,4.5,80.84
RBLBANK,EQ,380.35,-0.43,58958.36,21.17,80.57
AMBER,EQ,7620,-0.72,26874.04,1.05,80.28
MANIPALHOS,EQ,761.65,-1.3,100185.7,10.44,80.2
SRF,EQ,2560.4,-1.14,75896.61,3.12,80.03
MARKSANS,EQ,320.75,-2.71,14535.23,24.86,79.39
EIDPARRY,EQ,797.55,-0.96,14192.86,9.77,78.99
IGL,EQ,150.9,2.23,21126.02,52.05,78.52
TBOTEK,EQ,1735,3.11,18839.98,4.54,78.46
RVNL,EQ,210,-1.97,43785.42,36.34,76.82
IRB,EQ,19.35,1.47,23370.93,395.32,76.65
PARAGMILK,EQ,256.2,7.81,3218.12,30.68,76.6
NSLNISP,EQ,46.09,-5.98,13507.16,163.17,76.1
HAPPSTMNDS,EQ,408.6,0.15,6221.95,18.79,75.67
EMMVEE,EQ,322.5,-0.49,22328.13,23.46,75.49
COCHINSHIP,EQ,1510,-1.63,39725.2,5,75.42
PATANJALI,EQ,345,-0.99,37539.75,21.8,75.09
WELSPUNLIV,EQ,195.1,2.44,18432.12,38.66,75.02
MOIL,EQ,248.8,-3.66,5062.71,29.85,74.18
TFCILTD,EQ,139.6,-0.67,6463.16,52.82,74.07
PNBHOUSING,EQ,1148.7,-1.81,29958.55,6.42,73.91
EDELWEISS,EQ,129,2.85,12210.26,58.8,73.85
JINDALSAW,EQ,309.65,0.34,19802.37,23.71,73.12
MARINE,EQ,405,-0.44,5667.75,18.44,72.4
HONASA,EQ,485,3.05,15812.17,15.04,72.32
TMB,EQ,929,4.85,14710.85,7.77,71.81
JUBLFOOD,EQ,496,1.13,32728.32,14.71,71.76
MTARTECH,BE,6982.5,-0.21,21477.88,1.02,71.53
CONCOR,EQ,511.9,-0.79,38987.22,13.94,71.4
SETFGOLD,EQ,131.2,-2.83,26968.92,54.42,71.29
GPIL,EQ,242.9,1.27,16349.54,28.92,70.72
IPCALAB,EQ,1972,1.11,50030.47,3.57,70.48
IRFC,EQ,83.34,-0.67,108912.93,84.57,70.44
TENNIND,EQ,529,-1.58,21350.67,13.28,70.44
MAPMYINDIA,EQ,1008.5,4.41,5522.65,7.06,70.41
JSL,EQ,699.9,-0.74,57701.13,9.95,69.94
AEGISLOG,EQ,1267,-1.74,44471.7,5.53,69.63
INOXINDIA,EQ,2149,1.07,19505.08,3.25,69.23
SKYGOLD,EQ,808,-0.42,12513.81,8.48,68.99
KAJARIACER,EQ,1242,2.18,19517.17,5.41,67.15
STOVEKRAFT,EQ,846.7,6.17,2803.2,7.95,66.93
AWL,EQ,193,-1.67,25083.8,34.39,66.78
KRN,EQ,1559,-3.15,10204.98,4.17,66.44
XTRANET,EQ,196.8,-0.16,1028.98,33.47,66.36
SCI,EQ,289.75,-3.11,13496.53,22.71,66.01
MOTILALOFS,EQ,1042.9,0.44,62816.29,6.36,65.7
RALLIS,EQ,208,-0.78,4044.95,31.66,65.63
NETWORK18,EQ,27.34,-5.07,4215.83,239.12,65.52
GRANULES,EQ,828,-1.03,20517.59,7.87,65.24
SUVEN,EQ,392,7.41,11076.46,17.04,65.14
SHAILY,EQ,3250,-0.62,14948.46,1.98,65.11
PGIL,EQ,2490,7.59,11500.31,2.67,64.92
YATHARTH,EQ,1004.85,3.87,9682.17,6.54,64.81
HEG,EQ,730,-1,14087.36,8.89,64.73
ARE&M,EQ,893,-3.08,16344.17,7.16,64.4
ALKEM,EQ,5329.5,-0.48,63722.17,1.2,64.1
FRACTAL,EQ,844,-0.04,14513.86,7.52,64.1
DBREALTY,EQ,105,-2.21,5695.27,61.52,63.89
ATALREAL,EQ,32,-9.88,396.47,188.03,63.16
KARURVYSYA,EQ,348.8,0.81,33713.65,18.15,63.1
LIQUIDBETF,EQ,1096.87,0.01,663.09,5.74,62.98
GLAXO,EQ,3050,-1.82,51668.84,2.06,62.83
PRICOLLTD,EQ,812.1,5.38,9898,7.97,62.73
TRANSRAILL,EQ,439.6,-2.9,5901.89,14.26,62.56
AURIONPRO,EQ,720,1.75,3978.84,8.79,61.96
IDBI,EQ,90.89,-1.91,97728.58,67.43,61.78
ASKAUTOLTD,EQ,660,4.25,13011.41,9.44,61.77
TIMETECHNO,EQ,188.65,1.27,9312.43,32.98,61.54
DYCL,EQ,490.9,0.68,2378.83,12.49,61.51
VGUARD,EQ,347.75,4.35,15193.72,17.94,61.48
ZENSARTECH,EQ,463,-1.61,10535.8,13.34,61.32
