Symbol,Series,LTP,%chng,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
NETWEB,EQ,4652.5,1.62,27657.97,11.36,528.14
LAURUSLABS,EQ,1954,0.3,105577.01,26.56,522.53
ACMESOLAR,EQ,438.65,6.65,31007.04,120.38,520.07
ICICIAMC,EQ,3274.7,5.7,161854.84,16.32,520.01
TITAN,EQ,4798.5,-0.88,426004.19,10.66,512.6
ANTHEM,EQ,941,1.47,53027.99,54.9,509.86
NRBBEARING,EQ,529.5,12.13,5132.05,97.38,509.51
ULTRACEMCO,EQ,11014,2.32,324559.64,4.59,504.38
APARINDS,EQ,18791,5.56,78682.31,2.72,502.78
IDEA,EQ,13.92,-2.11,150813.5,3503.67,496.12
SHRIRAMFIN,EQ,1010,1.51,237651.34,48.71,492.61
DIXON,EQ,13005,-2.14,79552.35,3.71,489.06
HINDCOPPER,EQ,496.25,2.21,47988.57,98.88,488.96
ADANIENT,EQ,3020,3.31,408735.91,16.28,486.88
FEDERALBNK,EQ,332.75,0,82235.92,145.68,481.39
TECHM,EQ,1537.1,-1.53,150656.36,31.14,478.42
POWERGRID,EQ,270.3,2.48,251395.32,178.97,477.47
BEL,EQ,393.3,-0.54,287493.6,118.63,470.77
HAL,EQ,4800.3,0.26,321032.06,9.73,470.52
TIMEX,EQ,720,17.82,7268.4,66.51,463.94
IFCI,EQ,76.46,-0.82,20600.73,604.74,461.54
KAYNES,EQ,3515,-0.14,23562.68,12.67,448.53
NESTLEIND,EQ,1372.4,0.13,264641.86,32.65,445.62
COFORGE,EQ,1841,2.68,81533.92,24.89,444.62
REDINGTON,EQ,399.6,-0.12,31239.71,108.1,435.43
HINDZINC,EQ,596,4.14,251829.01,71.97,422.33
PCJEWELLER,EQ,12.7,2.83,12332.38,3323.13,421.37
JYOTICNC,EQ,1053.55,7.41,23960.16,39.79,414.25
SAMBHV,EQ,150.11,16.28,4423.31,282.86,408.51
INDOMIM,EQ,1062,6.93,52513.87,39.26,406.98
POWERINDIA,EQ,32700,4.71,145751.63,1.26,402.68
PFC,EQ,342.55,-0.7,113044.99,113.7,392.77
WIPRO,EQ,166.83,0.26,165244.04,236.06,390.03
HINDUNILVR,EQ,1932,-0.53,453941.03,19.95,388.39
SKFINDUS,EQ,2950,0.33,14584.2,12.94,387.05
VAML,EQ,415.1,2.67,162320.21,93.07,385.36
SOLARINDS,EQ,18555,-1.38,167904.3,2.03,383.08
ITC,EQ,262.3,-1.47,328723.79,143.99,380.56
ADANIPOWER,EQ,206.6,0.33,398421.79,181.86,377.59
BBTC,EQ,1512.5,8.08,10553,24.68,368.71
HEROMOTOCO,EQ,5285.5,-0.74,105784.63,6.89,365.49
GOLDBEES,EQ,126.4,1.58,58491.8,287.83,363.65
INDIGO,EQ,4920,1.55,190239.97,7.32,361.22
BANDHANBNK,EQ,175,2.04,28194.45,203.61,359.49
HCLTECH,EQ,1249.3,-0.72,339018.18,28.86,359.38
DRREDDY,EQ,1185,0.85,98907.08,30.03,357.93
GVT&D,EQ,4385,1.01,112276.41,8.1,355.24
EMCURE,EQ,2083,9.07,39514.35,17.45,349.08
POLYCAB,EQ,8400,2.33,126580.93,4.17,347.59
APOLLO,EQ,370.7,-2,13775.19,91.46,346.84
AHCL,EQ,23.1,5.77,1227.8,1455.65,342.95
ADANIGREEN,EQ,1334.5,4.73,219044.01,25.97,341.42
BAJAJ-AUTO,EQ,11414,-0.75,313661.1,2.97,339.71
OMNI,EQ,554.4,-2.51,6856.04,60.46,338.84
SONACOMS,EQ,808,3.87,50429.58,42.02,338.23
POONAWALLA,EQ,485,12.06,42707.92,71.64,335.51
BHEL,EQ,439.9,2.49,153175.97,76.69,332.95
DMART,EQ,3749.9,1.04,244585.72,8.81,327.53
ZYDUSLIFE,EQ,1160,2.19,115710.44,27.89,322.89
VBL,EQ,421.95,1.56,142724.36,75.82,319.64
COALINDIA,EQ,409.9,-1.94,252610.23,77.01,317.18
BHARATFORG,EQ,1962.1,2.26,93792.04,16.02,316.83
EICHERMOT,EQ,7516,0.3,206330.51,4.2,315.44
KALYANKJIL,EQ,581.85,0.07,60090.62,53.79,314.55
HDFCLIFE,EQ,550.95,-1.09,119698.79,55.99,312.67
MOTHERSON,EQ,162.57,0.43,171576.6,190.68,312.07
EMIL,EQ,195.9,5.85,7537.23,157.52,310.96
WAAREEENER,EQ,2560.7,3.55,73658.88,12.24,309.98
NTPC,EQ,323.65,-1.81,313832.6,94.49,308.62
RATNAVEER,EQ,300.5,-1.1,2521.99,98.6,306.7
RIR,EQ,197.5,-0.07,1571.55,148.23,305.41
ADANIENSOL,EQ,1436.1,3.55,175628.49,21.46,305.11
APOLLOHOSP,EQ,8944.5,2.01,128608.19,3.44,305.01
BIOCON,EQ,385,1.32,62743.22,79.01,303.86
JSWSTEEL,EQ,1275.6,1.77,311942.11,23.78,302.6
CPPLUS,EQ,3352.3,-0.77,39657.85,8.8,298.34
BPCL,EQ,314,2.28,136226.79,94.4,294.84
BEML,EQ,2134.5,6.02,17778.04,13.8,289.49
ASHOKLEY,EQ,163,2.76,95743.83,175.46,284.36
VENUSPIPES,EQ,2263.4,6.18,4688.88,12.74,284.23
CGPOWER,EQ,892,1.36,140530.15,31.15,280.82
LICI,EQ,407.7,1.93,515740.31,69.37,278.4
PREMIERENE,EQ,902,2.5,40946.43,31.07,278.1
ABB,EQ,7270.5,1.96,154067.98,3.83,276.72
SUZLON,EQ,43.14,1.41,59298.46,634.71,274.89
JIOFIN,EQ,229.89,0.26,151799.62,118.47,273.45
DATAPATTNS,EQ,4540,2.92,25416.72,6.07,272.37
CHOLAFIN,EQ,1800,2.01,153731.88,15.1,269.83
PWL,EQ,136,6.42,39452.06,200.06,269.62
PERSISTENT,EQ,5416,-1.04,85437.4,4.95,268.01
KEI,EQ,4650,1.97,44454.28,5.73,262.99
ONGC,EQ,232.8,0.16,292868.9,111.46,259.74
TRENT,EQ,2824,1.25,150584.8,9.25,259.52
BELRISE,EQ,242.5,5.72,23453.43,108.3,258.09
CUMMINSIND,EQ,5099.5,1.58,141358.14,5.02,255.95
SIEMENS,EQ,3913.9,4,139382,6.67,255.35
NAVINFLUOR,EQ,8612,4.77,44172.99,2.99,253.35
HDFCAMC,EQ,2425,1.56,103986.55,10.41,252.39
LALITHAA,EQ,304.9,4.99,17065.55,85.05,250.02
LUPIN,EQ,2083,-0.72,95248.48,11.94,249.5
APLAPOLLO,EQ,2270.1,5.66,63031.23,11.16,246.27
ASIANPAINT,EQ,2451.3,-0.11,235128.15,10.01,245.5
POLICYBZR,EQ,1743,-1.25,80647.72,13.68,242.53
LUMINO,EQ,110.45,3.09,3363.8,218.8,242.37
EXIDEIND,EQ,433.35,3.52,36834.75,55.71,242.28
STEAMHOUSE,EQ,98.4,-4.05,2719.84,239.67,241.09
INDHOTEL,EQ,732.75,0.84,104302,32.56,239.68
SJS,EQ,2450,8.12,7901.13,9.93,239.56
ENRIN,EQ,3245,4.37,115561.1,7.4,236.87
IDFCFIRSTB,EQ,85.92,-0.47,74077.73,273.4,236.74
TDPOWERSYS,EQ,768,6.36,23996.69,31.39,236.53
TORNTPHARM,EQ,4840,-0.72,184093.4,4.87,236.37
CDSL,EQ,1390,3.01,29051,16.94,233.28
HINDPETRO,EQ,359,2.4,76388.83,65.4,232.03
PAISALO,EQ,89.3,0.64,8163.35,258.99,232
CRAFTSMAN,EQ,11235,2.72,29384.51,2.08,231.41
MARICO,EQ,803.9,-1.6,104522.15,28.49,231.26
LGEINDIA,EQ,1694.7,2.53,115031.56,13.37,226.33
EMBASSY,RR,439.26,-0.05,41637.18,51.3,225.75
VEDL,EQ,267.6,3.94,104641.98,84.84,223.39
TEGA,EQ,1948,1.46,14634.88,11.44,222.44
MAXHEALTH,EQ,1049.3,1.19,102129.44,20.98,220.5
GRASIM,EQ,3209.2,1.14,218398.17,6.83,218.12
UPL,EQ,580,4.55,48961.82,37.79,214.94
KPITTECH,EQ,532,-4.88,14584.45,39.44,214.39
GMRAIRPORT,EQ,99.3,4.48,104850.63,219.45,214.19
LTM,EQ,4275.1,0.23,126808.58,5.01,212.41
SAIL,EQ,177.33,1.33,73246.6,118.82,211.31
MOTISONS,EQ,18.19,1.39,2069.12,1141.89,210.56
TATACONSUM,EQ,996,-1.75,98534.43,20.77,208.31
SBICARD,EQ,651.15,2.23,61966.24,32.42,207.37
NATIONALUM,EQ,350.5,-1.46,64373.94,58.09,206.7
AUROPHARMA,EQ,1734,2.6,99770.53,12.09,205.31
RAYMOND,EQ,973.45,-0.49,6480.62,20.7,204.95
MOREPENLAB,EQ,120.8,0.37,6619.28,168.16,202.86
COCHINSHIP,EQ,1398,4.89,36778.69,14.56,200.02
JSL,EQ,753,3.94,62078.79,26.71,199.33
CARTRADE,EQ,2980,1.43,14456.59,6.5,197.77
ABCAPITAL,EQ,410.05,5.14,112258,48.89,197.12
ANANDRATHI,EQ,2225,0.8,36944.18,8.8,196.93
RVNL,EQ,214.29,6.24,44679.9,94.69,196.75
ASTRAL,EQ,1427.7,2.06,38355.18,13.89,196.08
THANGAMAYL,EQ,5051.5,5,15701.08,3.87,194.58
AZAD,EQ,2777,6.59,17934.35,7.01,192.46
CIPLA,EQ,1394.5,1.32,112655.86,13.87,192.02
GRAPHITE,EQ,830,1.95,16216.17,23.12,191.62
MAZDOCK,EQ,2280,3.17,91970.64,8.51,191.16
OFSS,EQ,11896,2.38,103594.09,1.63,190.37
MVELECTRO,EQ,826.7,3.86,2255.46,23.21,189.29
URBANCO,EQ,168,3.19,25908.63,111.52,188.73
NAUKRI,EQ,1251.2,-1.09,81130.39,14.86,188.36
DHOOTTRANS,EQ,1595.1,0.97,32627.46,11.88,188.32
TATAPOWER,EQ,374.8,1.57,119761.33,51.03,188.31
PNB,EQ,117.27,0.69,134777.75,160.61,188.08
CASTROLIND,EQ,196.07,2.27,19392.6,96.15,187.98
DLF,EQ,644.35,0.68,159496.92,28.9,187.62
AEGISLOG,EQ,1420.9,4.96,49873.59,13.34,187.1
MUTHOOTFIN,EQ,2841.1,2.56,114061.21,6.55,185.5
MOLBIO,EQ,1287.9,0.2,14841.76,14.35,184.83
PFOCUS,EQ,344.25,2.78,26809.29,53.45,182.85
PIDILITIND,EQ,1572.1,1.33,160020.87,11.42,181.16
LCCPROJECT,EQ,156.6,-7.94,4536.25,116.54,181.01
HSCL,EQ,678,3.77,34210.13,26.87,179.98
CENTRALBK,EQ,32.15,5.76,29100.26,564.72,178.17
INDUSTOWER,EQ,375.9,-1.43,99168.54,46.96,177.36
ACUTAAS,EQ,3425.2,3.32,28042.5,5.21,177.23
OLAELEC,EQ,36.49,-0.82,16889.06,487.38,177.02
NIACL,EQ,186.99,-5.11,30815.95,93.76,177.01
SHILPAMED,EQ,1028,7.27,20105.81,17.66,177
OIL,EQ,475.7,-0.36,77377.73,37.04,176.94
JSWENERGY,EQ,526,2.73,96441.19,33.98,175.57
NAM-INDIA,EQ,1155,3.22,73914.17,15.29,175.4
GMMPFAUDLR,EQ,1458,6.94,6554.76,12.08,174.45
IDBI,EQ,83.17,1.56,89427.73,208.69,173.84
BRITANNIA,EQ,4998,0.32,120385.97,3.47,173.7
ALKEM,EQ,5466.5,2.21,65360.21,3.21,172.12
FORTIS,EQ,886,-0.01,66889.29,19.28,172.01
ZEEL,EQ,78.79,0.61,7567.93,219.78,171.96
CGCL,EQ,271,3.3,26074.37,63.67,171.86
NEULANDLAB,EQ,22700,0.15,29123.85,0.76,171.65
TFCILTD,EQ,140.04,0.7,6483.53,121.65,169.72
YESBANK,EQ,22.72,-1.77,71314.21,735.64,169.34
RADICO,EQ,4535.4,3.55,60766.38,3.72,166.81
HYUNDAI,EQ,2208.8,2.26,179474.08,7.64,166.8
BANKBARODA,EQ,234.94,1.14,121495.98,71.11,166.05
TATAINVEST,EQ,700.95,-2.55,35464.62,23.62,164.48
SUPREMEIND,EQ,3580.3,7.05,45479.43,4.7,163.06
SBILIFE,EQ,1731,-2.03,173679.81,9.29,162.77
TATATECH,EQ,719,-5.24,29195.13,22.16,161.51
UNOMINDA,EQ,1284,6.56,74146.63,12.78,159
IOC,EQ,137,2.03,193460.97,115.06,156.61
AARTIPHARM,EQ,822.05,-0.59,7454.33,19.01,156.32
RBLBANK,EQ,415.9,2.91,64503.57,37.93,155.73
LIQUIDCASE,EQ,116,0.04,10396.29,132.12,153.26
CHENNPETRO,EQ,1415,0.06,21070.96,10.81,152.22
NMDC,EQ,79.15,-2.04,69587.24,189.2,151.62
GUJENERGY,EQ,244,1.91,22892.83,61.61,150.73
FINCABLES,EQ,1413.9,1.3,21624.09,10.62,149.9
PNBHOUSING,EQ,1133.1,2.68,29551.69,13.29,149.19
MAHABANK,EQ,83.54,3.39,64255.13,180.3,149.13
MPHASIS,EQ,2300.4,-0.84,43926.15,6.5,149.02
GAIL,EQ,173.9,1.1,114340.98,85.27,147.99
KISSHT,EQ,356.5,-0.96,6319.65,41.53,147.33
RECLTD,EQ,312,0.48,82156.59,46.86,146.05
GLAND,EQ,2950,1.45,48665.16,4.92,145.63
FCL,EQ,57.18,7.91,6658.62,261.61,145.59
NYKAA,EQ,332.15,2.59,95137.55,44.24,144.31
HBLENGINE,EQ,757.95,0.16,21009.99,18.99,144.31
LTF,EQ,312.8,3.47,78398.71,46.48,143.92
JUBLFOOD,EQ,500,4.12,32992.26,29.01,143.77
STLTECH,BE,815,-1.5,41883.77,17.35,142.51
CANBK,EQ,123.78,-0.1,112276.52,114.9,141.82
DEEPA,EQ,188.5,8.75,1811.94,76.09,140.75
MFSL,EQ,1559,0.32,53803.39,8.99,140.43
SHREECEM,EQ,22600,2.91,81542.49,0.62,140.28
MILKYMIST,EQ,275.3,0.2,21193.79,50.37,139.92
NHPC,EQ,76.95,2.33,77296.54,182.75,139.2
BALKRISIND,EQ,2276.9,4.89,44016.39,6.17,138.6
STARHEALTH,EQ,545.2,-2.74,32091.76,25.16,137.92
PVRINOX,EQ,1328.8,4.41,13048.81,10.51,137.81
SAILIFE,EQ,1608.5,4.06,34163.61,8.68,137.54
EMAMILTD,EQ,368.9,-1.91,16102.49,37.03,137.43
ICICIGI,EQ,1458.1,-1.92,72847.88,9.26,136.33
IIFL,EQ,600,0.58,25522.86,22.44,135.9
HFCL,BE,214.7,2.51,32862.03,62.8,135.16
OBEROIRLTY,EQ,1785,2.54,64903,7.67,134.66
BAJAJFINSV,EQ,1852.5,-0.36,296781.86,7.2,133.8
TATSILV,EQ,22.76,3.5,5598.17,588.14,133.21
WELENT,EQ,820,5.3,11349.93,16.75,133.13
GLENMARK,EQ,2447.4,1.3,69071.67,5.46,132.01
SHYAMMETL,EQ,1106.6,2.75,30888.73,11.96,131.43
PIIND,EQ,2366.8,2.59,35908.64,5.58,130.95
BOSCHLTD,EQ,47000,-1.54,138631.67,0.27,130.88
AUBANK,EQ,1058.6,1.86,79499.78,12.52,130.69
ROSSTECH,EQ,1373,1.16,5175.73,9.11,128.57
GRSE,EQ,2402,2.95,27515.39,5.32,127.64
GRAUWEIL,EQ,86.7,9.62,3931.08,146.18,126.99
TATACOMM,EQ,1770,-1.21,50460.16,7.13,126.57
BLUESTARCO,EQ,1531.8,-1.37,31496.07,7.99,124.21
GODREJCP,EQ,880,0.8,90050.84,14.11,124.17
EDELWEISS,EQ,136,5.97,12872.96,91.49,122.74
LICHSGFIN,EQ,548.15,0.41,30151.7,22.35,122.34
ASTERDM,EQ,753.2,-0.98,65654.37,16.16,122.29
MANAPPURAM,EQ,319.15,0.98,29978.91,38.23,121.34
SANSERA,EQ,4262,6.09,26596.4,2.88,121.34
PIRAMALFIN,EQ,2319,2.89,54874.57,5.29,120.94
WHIRLPOOL,EQ,732,0.63,9287.02,16.83,120.69
JINDALSTEL,EQ,1119.5,-0.79,114198.86,10.57,119.12
SYMBIOTEC,EQ,1097.7,4.98,7053.39,10.99,118.77
INDIANB,EQ,839.8,-0.08,113118.04,14,117.74
GNA,EQ,560,4.37,2404.12,20.62,116.64
MANYAVAR,EQ,548.05,-3.44,13316.42,21.34,116.64
INDIAMART,EQ,1650,-0.76,9923.62,7.09,116.55
UNITDSPR,EQ,1371,-1.37,99719.8,8.42,116.29
WOCKPHARMA,EQ,2087,0.71,33910.74,5.57,116.01
IRFC,EQ,81.5,2.76,106508.32,143.78,115.9
PAGEIND,EQ,36400,3.94,40600.1,0.32,114.37
UNIONBANK,EQ,176.56,-0.86,134778.94,64.01,113.78
COLPAL,EQ,1917.8,4.21,52161.4,6.02,113.41
WABAG,EQ,2140.7,3.18,13377.57,5.36,113.29
NAZARA,EQ,368.65,1.68,13657.19,30.39,112.6
GODREJPROP,EQ,1691.1,0.77,50940.41,6.6,112.15
MANKIND,EQ,2300.7,0.03,95029.28,4.85,112.08
FORCEMOT,EQ,17488,-0.92,22791.96,0.63,111.9
FIRSTCRY,EQ,171.51,1.34,8954.34,66.62,111.85
CONCOR,EQ,504.55,3.36,38427.43,22.42,111.47
ICICIPRULI,EQ,492,0.31,71400.06,22.41,111.26
MSUMI,EQ,35.95,-0.33,23840.82,310.86,111.04
M&MFIN,EQ,350.1,1.27,48662.89,31.29,110.33
VMM,EQ,102.65,1.39,48089.56,107.86,109.39
ACE,EQ,1229.1,1.95,14636.52,8.81,108.09
KARURVYSYA,EQ,332.8,0.39,32167.16,32.19,107.57
MOBIKWIK,EQ,213,7.23,1677.31,51.35,106.85
HOMEFIRST,EQ,1246.6,6.25,13034.38,8.73,106.75
ANGELONE,EQ,299.1,1.39,27338.83,35.31,105.81
IPCALAB,EQ,1999,1.46,50715.47,5.28,105.68
BLACKBUCK,EQ,629,2.86,11458.32,16.67,105.53
SPLPETRO,EQ,864,7.06,16246.77,12.35,105.44
GRANULES,EQ,870.1,-0.03,21560.81,12.01,105.42
MEDANTA,EQ,1507,5.83,40518.98,7.03,104.63
ABBOTINDIA,EQ,27200,4.98,57798.1,0.38,103.81
IBULLSLTD,EQ,30.6,3.2,7136.55,340.85,103.55
FLUOROCHEM,EQ,4599,2.84,50520.02,2.26,103.15
MRF,EQ,124890,0.24,52967.63,0.08,102.87
SRF,EQ,2512,-0.95,74461.92,4.01,101.94
KIRLOSENG,EQ,2155,1.62,31359.53,4.74,101.62
AMBUJACEM,EQ,388.3,1.32,96485.45,25.83,100.8
AADHARHFC,EQ,460.8,-1.82,20192.57,21.75,100.49
KIMS,EQ,809.65,2.25,34005.82,12.42,99.95
CSM,EQ,111.5,8.63,575.38,91.17,99.24
GENUSPOWER,EQ,310.4,2.56,9443.69,31.84,98.97
TATAELXSI,EQ,3266.7,-3.4,20341.15,2.97,98.94
SBIFUNDS,EQ,558,3.15,113654.98,17.79,98.89
MANINDS,EQ,860.5,4.56,6454.57,11.66,98.18
NIFTYBEES,EQ,266.75,0.25,66158.44,36.46,97.08
APOLLOTYRE,EQ,408.15,-0.97,25921.65,23.65,96.95
TI,EQ,565,3.89,13982.27,16.87,95.64
DABUR,EQ,395.25,2.78,70115.65,24.56,95.56
IOLCP,EQ,203.14,2.86,5962.72,46.95,94.5
PETRONET,EQ,292.6,3.23,43890,32.18,92.96
SYNGENE,EQ,368.05,-3.2,14857.04,24.98,92.94
TALBROAUTO,EQ,478,9.83,2950.61,19.61,91.9
RBA,EQ,95,-1.17,6764.74,96.53,91.77
ESDS,EQ,1564.55,-5,18338.24,5.82,91.35
LALPATHLAB,EQ,1892.5,-1.67,31765.39,4.77,91.16
RRKABEL,EQ,2439.6,2.05,27593.22,3.73,90.83
QUADFUTURE,EQ,525.5,0.77,2102,16.48,88.63
XTRANET,EQ,311,2.84,1626.09,27.92,88.2
ANANTRAJ,EQ,606,1.52,21808.54,14.64,88.2
PRECWIRE,EQ,481,7.07,8793.06,18.41,88.04
SILVERIETF,EQ,234,3.45,15204.61,37.52,87.44
NEOGEN,EQ,2477,3.4,6782.44,3.56,87.38
AFCONS,EQ,262.95,-1.63,9670.9,33.52,87.33
MONQ50,EQ,396.3,20,581.57,22.29,86.97
BDL,EQ,1196.6,3.88,43862.87,7.42,86.87
TBZ,EQ,603.55,4.99,4027.53,14.37,86.42
METROBRAND,EQ,950.9,0.05,25920.84,9.18,86.41
HDFCSILVER,EQ,224.25,3.59,7726.79,38.64,86.24
BLUESTONE,EQ,832.45,0.15,12718.06,10.19,85.57
THERMAX,EQ,3540,-0.83,42181.33,2.38,84.72
ARCIL,EQ,136,-0.74,4418.6,63.45,84.47
PARAS,EQ,1380,0.66,11121.05,6.13,84.45
SUNDARMFIN,EQ,4749,1.85,52763.22,1.79,84.45
ZFCVINDIA,EQ,2378,-2.75,27062.95,3.52,84.33
LIQUIDIETF,EQ,1000,0,1104.94,8.42,84.17
TATACAP,EQ,351.95,2.42,149398.17,24.04,84.1
CAPLIPOINT,EQ,2770,6.84,21055.24,3.08,83.88
RUBICON,EQ,1742,-2.04,28835.66,4.7,83.63
TATAGOLD,EQ,14.84,1.5,6229.13,559.68,82.94
INOXWIND,EQ,76.8,3.64,13272.87,109.77,82.9
GODIGIT,EQ,236.7,-7.36,21898.17,34.24,82.7
HAVELLS,EQ,1132.4,3.7,71065.08,7.45,82.56
PRESTIGE,EQ,1435.1,-0.35,61814.1,5.63,81.81
PRASOLCHEM,EQ,702,3.42,4154.68,11.51,81.73
CAMS,EQ,708.05,-0.97,17589.26,11.28,80.68
GODFRYPHLP,EQ,2018,3.86,31477.12,4.04,80.54
IKS,EQ,1794,3.77,30780.22,4.52,80.43
USHAMART,EQ,507.4,2.37,15462.6,15.88,80.3
SKIPPER,EQ,563.1,5.74,6357.63,14.33,80.12
PHOENIXLTD,EQ,1877.9,0.3,67168.32,4.22,80.02
SAGILITY,EQ,45.66,2.47,21374.95,174.51,79.96
IGIL,EQ,330.45,4.94,14280.72,24.35,79.78
GNFC,EQ,587.1,0.38,8626.89,13.6,79.68
MRPL,EQ,165.5,1.06,29005.51,48.25,79.43
TEJASNET,EQ,520,-0.81,9259.4,15.22,79.09
VEEGALAND,BE,146.3,-5,713.21,52.27,78.92
IRCTC,EQ,477,4.38,38160,16.7,78.72
EMUDHRA,EQ,620,-2.11,5134.33,12.73,78.16
AUGMONT,EQ,875,7.88,7995.18,8.99,77.16
SBILIQETF,EQ,1056.63,0.04,90.83,7.26,76.67
CLEAN,EQ,852,2.88,9055.41,8.91,76.46
SMSPHARMA,EQ,442.1,6.85,4140.36,17.45,76.3
TIINDIA,EQ,2600,0.05,50328.8,2.93,76.23
CHOICEIN,EQ,760,2.98,16931.01,9.89,75.54
WELSPUNLIV,EQ,214.02,0.83,20219.59,35.14,75.26
MOTILALOFS,EQ,1010,2.15,60834.65,7.4,74.42
EBGNG,EQ,705.2,6.58,8040.09,10.67,74.23
JSFB,EQ,529.95,1.89,5604.36,14.05,74.14
SBC,EQ,48.99,1.53,2332.85,150.21,73.69
VOGL,EQ,34.25,-1.67,13393.08,214.34,73.67
APTUS,EQ,236.69,-1.03,11854.15,31.01,73.49
MARSONS,EQ,128.9,5.94,2218.37,56.89,73.45
BALRAMCHIN,EQ,677,0.19,14325.15,10.87,72.82
AEGISVOPAK,EQ,316,1.71,35012.53,23.42,72.61
VISL,EQ,30.87,-2.99,12071.37,232.12,72.52
DELHIVERY,EQ,428,0.48,32069.8,16.86,72.43
SHANTIGOLD,EQ,250.4,3.28,1921.56,28.18,72.35
PATANJALI,EQ,367,3.54,39933.59,20,72.31
AJANTPHARM,EQ,3568,1.93,44585.38,2.01,71.98
SCHAEFFLER,EQ,4247,6.41,66382.17,1.72,71.61
CYIENT,EQ,1079,1.41,11302.85,6.68,71.4
JMFINANCIL,EQ,126,2.85,12057.7,56.37,70.64
BATAINDIA,EQ,646.1,1.48,8304.16,10.9,69.35
NLCINDIA,EQ,268.1,2.21,37175.73,25.79,69.03
SHRIPISTON,EQ,4587.6,4.61,21280.17,1.52,68.97
AFFLE,EQ,1587,2.68,22357.56,4.34,68.88
AQYLON,EQ,18.07,-4.29,458.49,382.67,68.8
NELCO,EQ,1005.85,4.21,2295.19,6.82,68.61
SSWL,EQ,371.1,6.56,5836.11,18.35,68.17
DEEPAKNTR,EQ,1582.7,-1.38,21586.93,4.27,67.99
TEMPSENS,EQ,529.8,-2.17,4441.46,12.66,67.89
WHEELS,EQ,2178,2.51,5321.51,3.11,67.61
NIFTYBETA,EQ,261.99,1.19,72252.98,26.07,67.61
IGL,EQ,148.25,-0.28,20755.02,45.4,67.58
VOLTAS,EQ,1110.9,-2.12,36757.99,5.97,67.17
KOPRAN,EQ,276,2.76,1332.74,24.35,66.73
